timestamp_utc,temperature_celsius,wind_speed_ms,cloud_cover_oktas,precipitation_mm
2025-01-01 00:00:00,-4.051987734435478,17.025058873759516,1,0.07622796818306138
2025-01-01 00:15:00,-6.68049851000047,27.96369155793697,4,0.059108814392395626
2025-01-01 00:30:00,-2.3832657335467253,18.76462459281877,2,0.19418367951919338
2025-01-01 00:45:00,-5.077183602896042,14.842809176471905,3,0.08216466341469318
2025-01-01 01:00:00,-5.724362515559963,24.4741818336914,2,0.10251246692396765
2025-01-01 01:15:00,-5.481386410887652,16.24864651360245,3,0.07961387185117719
2025-01-01 01:30:00,-1.5167752909447776,19.959112593198363,0,0.026196899341739285
2025-01-01 01:45:00,-5.611872635801353,0.8944581674623997,0,0.09130036621580961
2025-01-01 02:00:00,-3.849172712071974,15.267504945536933,2,0.5401011039789299
2025-01-01 02:15:00,0.1438119206886248,6.846678994926087,8,0.10167915462571181
2025-01-01 02:30:00,-0.5827579446245339,9.039733234587933,2,0.11003550197490329
2025-01-01 02:45:00,1.066445759252621,14.490194218039349,0,0.1710423382958699
2025-01-01 03:00:00,-1.5808983691662193,24.30233327475097,2,0.0010345927715664546
2025-01-01 03:15:00,2.15043509272775,20.034588284114523,7,0.051434004630093455
2025-01-01 03:30:00,-1.6183979753441884,6.380243163376647,1,0.1182336188377398
2025-01-01 03:45:00,1.1135249854781568,15.419209630202381,2,0.015959623599187494
2025-01-01 04:00:00,-1.584755718965307,14.883474490302191,0,0.3129494107318795
2025-01-01 04:15:00,-2.357286587999501,15.227081430052332,1,0.126998097689034
2025-01-01 04:30:00,-0.5476043976702294,23.6061921936774,1,0.23093269820601348
2025-01-01 04:45:00,0.4954145593244946,21.60465683169197,5,0.1725018361445999
2025-01-01 05:00:00,-3.343655412175652,24.83056290488374,2,0.45137636721065394
2025-01-01 05:15:00,0.7739677655434365,13.906840052030498,4,0.0769131743923295
2025-01-01 05:30:00,-0.8339747611823276,2.7379760324055695,3,0.18444611318613274
2025-01-01 05:45:00,1.5361906195595694,15.346714960654808,3,0.02134887875830395
2025-01-01 06:00:00,-0.09777560872495472,15.886902262957603,0,0.0012275992206583566
2025-01-01 06:15:00,1.4946925826406876,30.14654685849916,4,0.01454385032158536
2025-01-01 06:30:00,1.2531044208674496,14.635761834862185,1,0.09472216498956147
2025-01-01 06:45:00,0.5698940271749164,28.888564649763175,2,0.2888708515011055
2025-01-01 07:00:00,-0.1443344045527945,24.205189799351913,8,0.04375853129383443
2025-01-01 07:15:00,2.344204077285786,19.645881464107738,1,0.2531584756243982
2025-01-01 07:30:00,-0.18857433133525764,16.345438417624447,2,0.04139300958789165
2025-01-01 07:45:00,-2.248679964993395,8.251396154818234,2,0.05840154999096987
2025-01-01 08:00:00,-2.874725958169562,9.910972028106087,1,0.10742314777141933
2025-01-01 08:15:00,0.724565807714165,3.420722219272145,1,0.07871273042217025
2025-01-01 08:30:00,-0.03049829001708315,21.662125093001517,2,0.0071847141918053095
2025-01-01 08:45:00,1.6616342261328985,8.163304364962084,7,0.027632392454437434
2025-01-01 09:00:00,1.9262599881817697,12.505209500540516,1,0.018002932693691926
2025-01-01 09:15:00,-0.47630455552207707,21.186368182314027,8,0.0277081385368044
2025-01-01 09:30:00,-3.0620131715145575,11.560887442248063,6,0.1077243876721298
2025-01-01 09:45:00,-0.7799716074280263,12.358203547179274,5,0.018986051000093946
2025-01-01 10:00:00,-0.03941186662240925,21.472766676471583,8,0.02519134209917814
2025-01-01 10:15:00,-5.18790111328884,5.154513900267405,0,0.016628904314319088
2025-01-01 10:30:00,-3.4661166894545516,13.844566324253835,8,0.21975349892910379
2025-01-01 10:45:00,-8.695725453170597,16.35632509630919,3,0.0375879693704559
2025-01-01 11:00:00,-2.285327332119457,9.361030703784238,2,0.07990124648785084
2025-01-01 11:15:00,-0.5849922736179853,2.2106176060706453,0,0.056372221578919884
2025-01-01 11:30:00,-2.495951781723168,22.69219451780056,6,0.11099753236280958
2025-01-01 11:45:00,-7.6688557568487585,3.447948067310472,6,0.12883279668315775
2025-01-01 12:00:00,-6.807462508660447,14.66659111095966,8,0.0076942051025117005
2025-01-01 12:15:00,-4.741933886568787,15.329340146178511,1,0.09769036647537829
2025-01-01 12:30:00,-4.042626147341929,5.380991975712272,1,0.10177736308396144
2025-01-01 12:45:00,-2.745215395894864,16.544318905443394,2,0.06444952413609692
2025-01-01 13:00:00,-5.256394655846548,14.78193157166142,8,0.2440007840069287
2025-01-01 13:15:00,-9.049129050977701,22.04701137004902,5,0.12046475183947968
2025-01-01 13:30:00,-7.165730361024078,13.633288682939302,1,0.038288784498302315
2025-01-01 13:45:00,-7.667816718180489,7.374673849827437,5,0.07837680051711524
2025-01-01 14:00:00,-6.758591035569102,5.764566328987687,0,0.011815437542919954
2025-01-01 14:15:00,-6.061597959941967,5.992397134152473,5,0.0046763533142179315
2025-01-01 14:30:00,-10.738534237040902,28.23542044493852,0,0.019367414688740956
2025-01-01 14:45:00,-7.178461558452271,1.9224556218304336,2,0.02772974457943926
2025-01-01 15:00:00,-11.161777123838661,7.764303141782302,5,0.06271363214921204
2025-01-01 15:15:00,-8.226891072709723,19.440570084717308,4,0.09162371206477697
2025-01-01 15:30:00,-5.497691308653097,7.3457195684957615,4,0.0642134162799668
2025-01-01 15:45:00,-8.527219768981462,8.877870387515605,8,0.03986848072912865
2025-01-01 16:00:00,-11.983125005106857,8.332889343245403,4,0.06375678575746573
2025-01-01 16:15:00,-7.397285546521158,20.551617982748027,4,0.027923992138812304
2025-01-01 16:30:00,-11.269721198049943,4.553291718039947,8,0.01156952249710985
2025-01-01 16:45:00,-6.721313045733428,10.709095185336693,2,0.18229353698344478
2025-01-01 17:00:00,-10.937774007674278,17.771265358899086,1,0.05069388635275195
2025-01-01 17:15:00,-12.056865476359384,14.738168312105577,5,0.06973569515591171
2025-01-01 17:30:00,-6.147467504704916,8.241102602409114,4,0.06080334160853393
2025-01-01 17:45:00,-9.701579537944829,26.265862318643364,2,0.13167102361456204
2025-01-01 18:00:00,-10.352801648563002,13.116590537761995,4,0.08019538936434235
2025-01-01 18:15:00,-9.320120382970007,11.001193635659517,8,0.16736218040612644
2025-01-01 18:30:00,-12.291258714422836,15.809865663603844,1,0.17200556150548527
2025-01-01 18:45:00,-9.116814995605873,13.819814694948981,0,0.26561696096623755
2025-01-01 19:00:00,-8.598618470600757,24.435318487504816,6,0.15213118268231485
2025-01-01 19:15:00,-13.490011927731395,5.953388812051475,8,0.0011972028985799716
2025-01-01 19:30:00,-7.114844579096551,12.615770078484571,6,0.1097709638179399
2025-01-01 19:45:00,-10.47043772060277,6.008833441572067,1,0.043126394851081426
2025-01-01 20:00:00,-9.206536621161389,20.25321135407495,8,0.5257650813021232
2025-01-01 20:15:00,-9.73192992424659,8.966743878618837,2,0.0026193101778412705
2025-01-01 20:30:00,-6.2496100543615345,7.2959109983840165,7,0.08455120386919186
2025-01-01 20:45:00,-8.060421827849826,0.2225081965936493,1,0.04522520894118915
2025-01-01 21:00:00,-8.08627300052975,11.456192067817218,7,0.11484362518350713
2025-01-01 21:15:00,-7.966467028298293,28.332664984580134,7,0.02714509335234437
2025-01-01 21:30:00,-7.114870136468456,7.527402783037862,2,0.05341211095182641
2025-01-01 21:45:00,-5.80979545162432,13.335666881758995,3,0.20832854110572524
2025-01-01 22:00:00,-5.636113031703938,22.792570266249157,0,0.2233179289462358
2025-01-01 22:15:00,-6.742834041987836,10.680576221725754,4,0.019454844482456542
2025-01-01 22:30:00,-5.1932432383365015,2.3130782668008383,2,0.058657405108621365
2025-01-01 22:45:00,-5.63862126958359,19.6406117606279,7,0.0031861308264667064
2025-01-01 23:00:00,-10.310028900659157,33.79403083499629,4,0.169526801087222
