timestamp_utc,imbalance_volume_mwh,imbalance_price_eur_per_mwh
2025-01-01 00:00:00,-31.264205845037875,77.5832249887835
2025-01-01 00:15:00,291.3883666491006,41.9207454033058
2025-01-01 00:30:00,-63.09166962500448,71.27174467572468
2025-01-01 00:45:00,113.43224003864971,62.58570382012847
2025-01-01 01:00:00,-141.3332547591609,58.179561207636624
2025-01-01 01:15:00,-314.6398023344872,39.09923688232846
2025-01-01 01:30:00,71.59077209109607,75.47531791886487
2025-01-01 01:45:00,-360.79716249181877,34.45567671977597
2025-01-01 02:00:00,429.8329147543255,52.85892627517304
2025-01-01 02:15:00,-70.83242154971566,37.211229300279385
2025-01-01 02:30:00,-15.553713751339284,36.02126869819505
2025-01-01 02:45:00,-62.006847631463366,22.991132027744985
2025-01-01 03:00:00,28.1547144854465,37.07890525099021
2025-01-01 03:15:00,68.03709328494946,21.594060811625017
2025-01-01 03:30:00,-167.9756490365365,37.83142719760293
2025-01-01 03:45:00,-510.82266061526553,46.53559488138708
2025-01-01 04:00:00,-220.15546192005525,31.789335424836437
2025-01-01 04:15:00,-97.05003467718726,60.45675553941108
2025-01-01 04:30:00,56.04454345158897,47.45565839869512
2025-01-01 04:45:00,36.71120859288906,31.016800180734847
2025-01-01 05:00:00,150.64507608733905,59.98227667840425
2025-01-01 05:15:00,-328.58406416771317,44.73230172673318
2025-01-01 05:30:00,-178.55143348072446,84.26659745893073
2025-01-01 05:45:00,-88.19095384869411,30.303344800351546
2025-01-01 06:00:00,304.82277512879864,66.1296021872615
2025-01-01 06:15:00,544.1025454951055,45.854060267912274
2025-01-01 06:30:00,-269.6898287337422,39.04257330250218
2025-01-01 06:45:00,218.32464875929762,68.90147547729393
2025-01-01 07:00:00,17.378499083058756,63.11797971870793
2025-01-01 07:15:00,111.23655758899551,62.01562275266865
2025-01-01 07:30:00,-264.87919456396094,65.3715448583475
2025-01-01 07:45:00,271.0104537904648,89.8830793558025
2025-01-01 08:00:00,-444.2190751753638,71.80553727244904
2025-01-01 08:15:00,-262.94021813543054,44.94279764713336
2025-01-01 08:30:00,-53.9568333570157,67.70481559660263
2025-01-01 08:45:00,-118.6476217396953,52.75808478100665
2025-01-01 09:00:00,5.165378426634478,84.64252444606925
2025-01-01 09:15:00,-136.94065963382542,56.98872924478882
2025-01-01 09:30:00,-71.32806920391866,55.226092832058605
2025-01-01 09:45:00,-36.88055932761736,72.17450311507271
2025-01-01 10:00:00,-44.668452025520914,59.39908209344412
2025-01-01 10:15:00,29.716468966708803,66.50377658311952
2025-01-01 10:30:00,179.2168326268378,60.260883125863124
2025-01-01 10:45:00,-150.7142576613762,79.45494478314573
2025-01-01 11:00:00,269.53912900026967,57.86482735593139
2025-01-01 11:15:00,9.835772684023706,80.95695278161094
2025-01-01 11:30:00,252.20849285342365,100.09854046721242
2025-01-01 11:45:00,-68.50155992141774,93.07105947434884
2025-01-01 12:00:00,-173.24783106669736,59.41476735731524
2025-01-01 12:15:00,16.046207304651723,49.45160432371861
2025-01-01 12:30:00,512.780393820666,48.6728945437676
2025-01-01 12:45:00,-273.03187293782514,92.61790087226174
2025-01-01 13:00:00,135.46489257112003,97.08609059629998
2025-01-01 13:15:00,35.49061674905969,61.327272371897045
