timestamp_utc,price_eur_per_mwh,market_type
2025-01-01 00:00:00,45.152766119902516,intraday
2025-01-01 00:15:00,47.724791484574816,intraday
2025-01-01 00:30:00,59.6692998290063,intraday
2025-01-01 00:45:00,53.19742737642818,intraday
2025-01-01 01:00:00,34.00299006990917,intraday
2025-01-01 01:15:00,44.10376121987633,intraday
2025-01-01 01:30:00,58.60997637756734,intraday
2025-01-01 01:45:00,54.900627553613624,intraday
2025-01-01 02:00:00,39.309028739906445,intraday
2025-01-01 02:15:00,46.9817670179426,intraday
2025-01-01 02:30:00,37.52209772641295,intraday
2025-01-01 02:45:00,41.22898924394302,intraday
2025-01-01 03:00:00,45.75745151928783,intraday
2025-01-01 03:15:00,32.07451654291033,intraday
2025-01-01 03:30:00,22.107714042232885,intraday
2025-01-01 03:45:00,47.11428939260173,intraday
2025-01-01 04:00:00,28.004685057075577,intraday
2025-01-01 04:15:00,52.23365440447383,intraday
2025-01-01 04:30:00,38.5242941061938,intraday
2025-01-01 04:45:00,28.47359248884376,intraday
2025-01-01 05:00:00,55.474104929284046,intraday
2025-01-01 05:15:00,44.32830881436687,intraday
2025-01-01 05:30:00,53.945810796380165,intraday
2025-01-01 05:45:00,36.76055055551469,intraday
2025-01-01 06:00:00,44.35142824889228,intraday
2025-01-01 06:15:00,63.851678250162735,intraday
2025-01-01 06:30:00,39.28703371943494,intraday
2025-01-01 06:45:00,65.07892167144588,intraday
2025-01-01 07:00:00,48.430913735438736,intraday
2025-01-01 07:15:00,51.29062481582185,intraday
2025-01-01 07:30:00,51.70399222856793,intraday
2025-01-01 07:45:00,83.25669243439495,intraday
2025-01-01 08:00:00,55.50769896963026,intraday
2025-01-01 08:15:00,54.193720508268534,intraday
2025-01-01 08:30:00,67.55307056780578,intraday
2025-01-01 08:45:00,48.77791637556056,intraday
2025-01-01 09:00:00,69.69844561305109,intraday
2025-01-01 09:15:00,57.548310023109295,intraday
2025-01-01 09:30:00,49.06335466544623,intraday
2025-01-01 09:45:00,73.04005946151442,intraday
2025-01-01 10:00:00,73.81148497055588,intraday
2025-01-01 10:15:00,67.79305666090605,intraday
2025-01-01 10:30:00,73.05859021253767,intraday
2025-01-01 10:45:00,61.97530093223424,intraday
2025-01-01 11:00:00,48.93310135668797,intraday
2025-01-01 11:15:00,64.81421609819681,intraday
2025-01-01 11:30:00,73.23920419344302,intraday
2025-01-01 11:45:00,84.28907963722396,intraday
2025-01-01 12:00:00,66.40109599200194,intraday
2025-01-01 12:15:00,49.26081707510713,intraday
2025-01-01 12:30:00,78.01050382243915,intraday
2025-01-01 12:45:00,73.76650749142829,intraday
2025-01-01 13:00:00,63.86322401764854,intraday
2025-01-01 13:15:00,72.4248521602963,intraday
2025-01-01 13:30:00,87.3982824094719,intraday
2025-01-01 13:45:00,77.39292438837647,intraday
2025-01-01 14:00:00,56.56916295376839,intraday
2025-01-01 14:15:00,60.50525773515087,intraday
2025-01-01 14:30:00,64.23784268345989,intraday
2025-01-01 14:45:00,90.20095053069126,intraday
2025-01-01 15:00:00,67.91964866664826,intraday
2025-01-01 15:15:00,59.75213087961148,intraday
2025-01-01 15:30:00,61.72720132868012,intraday
2025-01-01 15:45:00,54.03799812150309,intraday
2025-01-01 16:00:00,72.99579823053773,intraday
2025-01-01 16:15:00,71.6071454884131,intraday
2025-01-01 16:30:00,57.449514378943284,intraday
2025-01-01 16:45:00,69.64480078555147,intraday
2025-01-01 17:00:00,52.67090095481354,intraday
2025-01-01 17:15:00,49.041056567195334,intraday
2025-01-01 17:30:00,60.594297094552054,intraday
2025-01-01 17:45:00,77.90900713544802,intraday
2025-01-01 18:00:00,51.55900187855763,intraday
2025-01-01 18:15:00,73.72608017526028,intraday
2025-01-01 18:30:00,16.542186975445933,intraday
2025-01-01 18:45:00,66.127821090874,intraday
2025-01-01 19:00:00,47.48645017028508,intraday
2025-01-01 19:15:00,47.8396993611677,intraday
2025-01-01 19:30:00,52.209071875774775,intraday
2025-01-01 19:45:00,29.54087828748535,intraday
2025-01-01 20:00:00,44.76938232835506,intraday
2025-01-01 20:15:00,44.02999079295699,intraday
2025-01-01 20:30:00,56.19981442083689,intraday
