timestamp_utc,price_eur_per_mwh,market_type
2025-01-01 00:00:00,44.96714153011233,day_ahead
2025-01-01 00:15:00,38.6494731397091,day_ahead
2025-01-01 00:30:00,46.60521246039977,day_ahead
2025-01-01 00:45:00,55.518519358031796,day_ahead
2025-01-01 01:00:00,38.16957885843061,day_ahead
2025-01-01 01:15:00,38.45467848808161,day_ahead
2025-01-01 01:30:00,56.93393516740461,day_ahead
2025-01-01 01:45:00,49.22125616853876,day_ahead
2025-01-01 02:00:00,37.3148750838839,day_ahead
2025-01-01 02:15:00,47.95355625132147,day_ahead
2025-01-01 02:30:00,38.46552296750685,day_ahead
2025-01-01 02:45:00,39.06510535211277,day_ahead
2025-01-01 03:00:00,46.813020997862125,day_ahead
2025-01-01 03:15:00,25.977010326920986,day_ahead
2025-01-01 03:30:00,28.619400239738862,day_ahead
2025-01-01 03:45:00,41.04357121229624,day_ahead
2025-01-01 04:00:00,37.37168879665576,day_ahead
2025-01-01 04:15:00,51.50814297266772,day_ahead
2025-01-01 04:30:00,40.17950775931154,day_ahead
2025-01-01 04:45:00,36.055371007099666,day_ahead
2025-01-01 05:00:00,65.77420201267773,day_ahead
2025-01-01 05:15:00,49.81588216489271,day_ahead
2025-01-01 05:30:00,53.71738916357847,day_ahead
2025-01-01 05:45:00,39.771471199413284,day_ahead
2025-01-01 06:00:00,49.556172754748175,day_ahead
2025-01-01 06:15:00,57.090272835550806,day_ahead
2025-01-01 06:30:00,45.44795710907775,day_ahead
2025-01-01 06:45:00,61.683335013698645,day_ahead
2025-01-01 07:00:00,52.87589877734976,day_ahead
2025-01-01 07:15:00,56.904654481614656,day_ahead
2025-01-01 07:30:00,54.72318536318238,day_ahead
2025-01-01 07:45:00,80.15711219837439,day_ahead
2025-01-01 08:00:00,62.36502775262066,day_ahead
2025-01-01 08:15:00,52.75644420573503,day_ahead
2025-01-01 08:30:00,72.3568705561627,day_ahead
2025-01-01 08:45:00,52.68175072679082,day_ahead
2025-01-01 09:00:00,67.69523766784577,day_ahead
2025-01-01 09:15:00,46.68089587338691,day_ahead
2025-01-01 09:30:00,53.61843961538422,day_ahead
2025-01-01 09:45:00,69.44065654322941,day_ahead
2025-01-01 10:00:00,75.37504685672069,day_ahead
2025-01-01 10:15:00,70.16677393489003,day_ahead
2025-01-01 10:30:00,67.7017101637869,day_ahead
2025-01-01 10:45:00,66.1929149865337,day_ahead
2025-01-01 11:00:00,54.70366749066174,day_ahead
2025-01-01 11:15:00,62.513337122101376,day_ahead
2025-01-01 11:30:00,65.26528521100929,day_ahead
2025-01-01 11:45:00,80.5391061107682,day_ahead
2025-01-01 12:00:00,73.43618289568461,day_ahead
2025-01-01 12:15:00,52.33748229495171,day_ahead
2025-01-01 12:30:00,73.1125126145551,day_ahead
2025-01-01 12:45:00,65.86095640188529,day_ahead
2025-01-01 13:00:00,62.71966739127643,day_ahead
2025-01-01 13:15:00,75.32071483083526,day_ahead
2025-01-01 13:30:00,79.1681882126288,day_ahead
2025-01-01 13:45:00,77.76589231415231,day_ahead
2025-01-01 14:00:00,59.598205824540194,day_ahead
2025-01-01 14:15:00,64.37992042602603,day_ahead
2025-01-01 14:30:00,70.21293441840416,day_ahead
2025-01-01 14:45:00,76.03304838340826,day_ahead
2025-01-01 15:00:00,60.81485933934531,day_ahead
2025-01-01 15:15:00,63.03359745986287,day_ahead
2025-01-01 15:30:00,53.068071695070536,day_ahead
2025-01-01 15:45:00,51.371487254487334,day_ahead
2025-01-01 16:00:00,70.62525822394198,day_ahead
2025-01-01 16:15:00,75.19673063899324,day_ahead
2025-01-01 16:30:00,60.02015026967301,day_ahead
2025-01-01 16:45:00,69.85692095846767,day_ahead
2025-01-01 17:00:00,62.49864592701415,day_ahead
2025-01-01 17:15:00,51.47515728419068,day_ahead
2025-01-01 17:30:00,60.57184893838492,day_ahead
2025-01-01 17:45:00,71.36141260311183,day_ahead
2025-01-01 18:00:00,54.64173960890049,day_ahead
2025-01-01 18:15:00,69.66538961968791,day_ahead
2025-01-01 18:30:00,26.844656075801776,day_ahead
2025-01-01 18:45:00,60.29267021351032,day_ahead
2025-01-01 19:00:00,51.9881850058439,day_ahead
2025-01-01 19:15:00,47.188334515793905,day_ahead
2025-01-01 19:30:00,50.17735627987868,day_ahead
2025-01-01 19:45:00,28.48998050070605,day_ahead
2025-01-01 20:00:00,45.303281121624885,day_ahead
2025-01-01 20:15:00,50.237572219823434,day_ahead
2025-01-01 20:30:00,60.64751901228435,day_ahead
2025-01-01 20:45:00,39.927110590762496,day_ahead
2025-01-01 21:00:00,36.308462253269916,day_ahead
2025-01-01 21:15:00,38.70483245196998,day_ahead
2025-01-01 21:30:00,52.25372107265221,day_ahead
2025-01-01 21:45:00,45.81546691205867,day_ahead
2025-01-01 22:00:00,36.71201690556303,day_ahead
2025-01-01 22:15:00,46.67958320814324,day_ahead
2025-01-01 22:30:00,42.1125825058111,day_ahead
2025-01-01 22:45:00,50.48249796290231,day_ahead
2025-01-01 23:00:00,33.49058166689045,day_ahead
2025-01-01 23:15:00,37.01159932797386,day_ahead
2025-01-01 23:30:00,36.20724554807127,day_ahead
2025-01-01 23:45:00,25.396966670099765,day_ahead
2025-01-02 00:00:00,42.96120277064576,day_ahead
2025-01-02 00:15:00,42.64266887321985,day_ahead
2025-01-02 00:30:00,40.179461645817454,day_ahead
2025-01-02 00:45:00,37.94234946020008,day_ahead
2025-01-02 01:00:00,26.357405185159834,day_ahead
2025-01-02 01:15:00,36.589594829919825,day_ahead
2025-01-02 01:30:00,37.714661847063006,day_ahead
2025-01-02 01:45:00,33.52413618479348,day_ahead
2025-01-02 02:00:00,40.396761826573325,day_ahead
2025-01-02 02:15:00,46.56846438360721,day_ahead
2025-01-02 02:30:00,61.96155890773677,day_ahead
2025-01-02 02:45:00,45.46818101613373,day_ahead
2025-01-02 03:00:00,46.96890218942943,day_ahead
